"RMSD","F1","F2","F3","F4","F5","F6","F7","F8","F9"
7.745,6874.57,1943.49,0.2827,61.4174,950405.9617,97.1366,2864.34,49,39.2434
6.066,10582.8,3482.1,0.32903,56.1385,1369549.9508,173.684,8224.85,57,36.9088
13.28,7245.8,1623.63,0.22407,67.1452,1020193.6246,86.976,3327.84,14,38.4456
2.681,14948.5,3795.88,0.25393,189.126,2109926.3681,208.595,17094.39,96,26.4389
2.157,6558.37,1650.35,0.25164,66.9513,879851.9159,84.9918,3000.47,24,38.8939
8.689,7648.01,3537.03,0.46247,84.1326,943594.4369,144.324,2455.53,118,39.6866
2.38,5830.23,1550.71,0.26597,68.8306,788423.4032,84.512,3736.32,59,36.9144
3.754,19170.2,6577,0.34308,292.522,2674072.7105,383.125,6078.35,143,22.6644
0.733,11078.9,2660.97,0.24018,134.535,1543117.6618,170.161,4667.05,173,28.7369
8.55,10625.5,2712.11,0.25524,99.3748,1466606.8042,132.097,4320.71,33,32.442
10.891,7297.99,3225.44,0.44196,62.896,1045480.5081,103.144,2527.14,72,39.9365
9.087,7700.07,2229.21,0.2895,66.8724,1054530.4358,105.696,3418.99,50,38.0982
8.294,16616.2,3835.38,0.23082,218.184,2300387.3483,250.078,5770.47,219,46.5464
1.896,10857.3,2417.08,0.22262,117.795,1489238.3395,162.075,3958.56,50,32.7556
1.085,6034.5,1269.59,0.21038,55.7463,825616.7189,78.0057,2791.6,18,40.3023
2.722,12941,3910.93,0.30221,145.909,1767873.5647,204.312,4491.89,35,31.2623
2.796,9141.46,2838.36,0.31049,90.0865,1304963.9733,138.178,3392.86,23,35.8927
2.272,14055.8,4969.48,0.35355,198.122,1926347.9329,261.657,4567.37,51,29.0786
20.895,6867.76,2003.14,0.29167,53.6379,899826.6544,113.262,5484.79,20,37.2356
1.865,4561.48,823.51,0.18053,40.9729,619068.5698,58.1269,2651.75,12,42.7527
10.417,5346.33,1638.39,0.30645,55.6448,724562.4084,72.4807,2672.39,41,40.7955
1.529,19280.7,4954.66,0.25697,236.084,2712239.6163,284.371,5709.89,89,22.8924
13.196,10468.9,3008.16,0.28734,102.43,1485289.2688,122.613,4039.78,31,31.8428
1.54,6592.67,2136.05,0.324,62.2185,888800.0338,96.1314,3119.22,20,40.2729
2.415,12186.5,2327.04,0.19095,156.933,1644782.0761,214.579,4585.35,106,29.8006
2.625,5450.51,1317.29,0.24168,43.7345,764489.0374,63.1584,2951.63,13,40.2959
9.114,6028.75,1509.29,0.25034,67.9409,828177.2632,88.1428,2789.33,81,39.5301
1.832,9722.8,2763.72,0.28425,99.3912,1360256.2901,141.388,4258.75,163,31.8439
2.989,14244.2,3663.36,0.25718,167.703,1958378.4437,233.413,4786.14,24,28.5306
18.97,13136.3,5060.9,0.38526,117.788,1798735.5243,196.256,4668.51,123,34.0247
10.944,4979.71,1056.22,0.2121,38.8696,688672.2841,58.8868,2632.32,54,41.9736
20.024,7949,1481.96,0.18643,70.6621,1075325.6857,105.095,3635.75,43,36.213
1.82,14180.6,3705.47,0.2613,190.993,1940209.4856,211.974,4585.32,176,28.8192
14.192,7919.67,1996.6,0.2521,72.1274,1074383.3953,96.852,3620.18,81,36.8335
3.302,10025.9,3651.81,0.36423,101.076,1410440.5099,146.324,3656.08,11,35.0886
17.572,7185.22,2299.45,0.32002,60.5333,1001456.0871,98.0881,2706.71,83,39.5085
2.102,11552,2460.31,0.21297,141.456,1613755.7911,181.613,4621.39,140,28.5706
8.814,7665.94,2776.81,0.36222,61.3524,1031423.9507,111.034,3527.96,50,37.8286
1.65,10770,2771.97,0.25737,129.435,1498739.7405,168.066,4640.21,74,30.2733
1.878,10449.8,3345.77,0.32017,113.205,1494223.3065,135.156,3897.25,57,34.6568
4.146,10766.9,3971.39,0.36885,152.452,1457855.5226,213.753,4759.45,80,29.0081
3.899,8978.5,2280.15,0.25395,81.3358,1283165.8922,115.409,3945.87,37,34.6748
6.443,15700.5,4833.11,0.30783,188.781,2169207.4505,260.995,5283.69,88,25.2269
20.314,8969.74,1985.95,0.2214,90.6179,1224185.533,138.173,3842.71,79,34.1753
2.67,10895.7,3102.87,0.28477,97.0134,1503103.5478,150.699,3923.13,19,35.5087
1.813,5935.36,1914.38,0.32253,56.3656,808269.216,96.0892,3288.99,66,36.0959
2.62,11889.1,4255.82,0.35795,125.669,1646780.1765,194.224,4207.36,47,30.797
11.759,7763.41,2263.75,0.29159,62.4946,1062184.306,106.804,3249.5,29,38.4935
16.999,9275.71,3374.26,0.36377,106.914,1242601.2169,143.633,4338.59,70,34.3508
19.555,19125.8,8270.29,0.43241,200.675,2735471.3714,319.895,5073,113,25.0616
12.57,18081.3,5952.83,0.32922,184.334,2472037.4769,266.537,5416.96,93,24.3246
8.669,6003.2,1429.43,0.23811,68.7271,825125.0369,78.125,2750.88,53,39.8183
1.82,9681.46,2159.54,0.22305,108.834,1348180.1691,130.419,4216.62,56,32.2284
2.804,8920.89,1906.24,0.21368,100.19,1229522.1327,131.309,4121.13,38,34.1118
0.639,8060.38,2178.86,0.27031,90.7362,1108681.2879,114.989,3097.97,21,37.7684
3.074,14278.9,3647.86,0.25547,170.099,1960533.1836,233.446,4801.81,20,28.5478
0.6,9328.32,2474.22,0.26523,96.9566,1272724.7074,157.73,4144.72,74,33.432
7.297,16840.9,5562.83,0.33031,182.85,2344140.5131,277.206,5604.33,105,23.624
7.497,14163.4,5407.85,0.38181,194.025,1876251.8179,259.595,5105.05,93,26.8604
10.737,23203.8,8872.24,0.38236,175.613,3199231.341,398.476,14960.24,124,22.8428
2.335,5978.39,1651.41,0.27622,61.1738,751500.7805,91.7397,3122.66,23,39.3759
8.421,6064.55,1451.94,0.23941,70.6088,852192.0814,70.2449,2846.54,75,38.5584
1.326,5418.89,1160.53,0.21416,49.9862,779350.9863,70.8435,2816.82,57,40.1571
0.649,7872.91,2051.6,0.26058,86.6097,1082554.5913,109.701,3104.55,21,37.8591
4.027,18159.6,6344.95,0.34939,255.324,2346777.1403,232.293,15171.12,182,28.48
20.287,10102.8,2721.41,0.26937,89.974,1360657.0242,128.802,5089.12,42,32.2266
13.131,7629.22,1949.35,0.25551,77.27,1041519.3436,94.3383,4122.46,94,33.3149
7.042,10387.7,2646.31,0.25475,89.2426,1462482.8791,137.35,4184.3,147,33.129
2.211,12628.9,3970.11,0.31436,175.804,1799689.1985,210.943,4529.28,43,46.5464
17.949,12393.9,4868.12,0.39278,97.7466,1661864.0295,192.464,5454.32,72,32.2304
1.97,9440.97,2944.63,0.31189,84.7434,1343844.9298,148.41,3829.81,2,35.4176
20.403,12723.9,5513.09,0.43328,165.696,1836965.3604,240.693,4645.53,170,29.7852
13.243,11454.2,3655.48,0.31913,133.925,1579042.8651,155.062,4629.99,69,29.1879
12.457,9017.74,2915.08,0.32326,77.5201,1222805.0238,121.347,3707.62,101,36.3963
4.687,7278.9,2320.32,0.31877,63.5651,1011717.781,100.039,3806.04,40,36.4966
1.272,8476.8,2263.21,0.26698,84.6978,1216666.5553,113.601,4048.89,96,34.8426
9.904,6516.53,1874.68,0.28768,63.1528,896365.1976,101.971,3125.58,44,38.8363
14.044,5705.46,1568.38,0.27489,42.7641,768967.5132,82.7276,3551.98,28,43.1736
2.976,10126.1,2980.47,0.29433,101.018,1388636.4512,153.33,4034.37,118,32.8819
11.601,5344.78,1447.91,0.2709,37.6396,728692.0812,62.1841,2873.83,48,41.5691
0.533,9361.12,2313.22,0.2471,106.836,1322442.3761,154.25,3810.55,13,34.2713
0.659,8431.26,2087.62,0.2476,92.8377,1177120.1363,125.83,3218.2,5,36.636
12.545,8053.22,3031.01,0.37637,68.2806,1129121.2007,132.416,3479.54,51,33.9618
2.931,4873.08,1375.32,0.28222,46.2439,680825.0487,56.7995,1813.88,22,43.7591
4.314,7985.51,2017.68,0.25266,69.069,1049654.9326,100.912,3327.98,16,36.5027
14.038,8279.98,4783.27,0.57769,89.128,1049580.852,162.204,2249.19,87,40.5635
20.855,19699.7,6480.33,0.32895,237.915,2638775.6974,272.724,8391.18,166,22.8346
15.353,5971.28,1375.53,0.23035,42.2214,813818.0414,89.4058,3025.82,27,40.179
1.947,11158.2,2955.95,0.26491,134.732,1530743.1943,165.19,4456.74,95,31.4378
7.347,12783.7,4721.9,0.36936,116.285,1833691.244,194.906,4421.16,30,34.1897
3.009,10990.9,2635.64,0.2398,121.512,1482897.4619,157.764,3720.6,40,34.7652
17.688,10880.3,3714.52,0.34139,97.8716,1516140.9542,142.708,4934.9,51,31.1692
11.123,8523.29,3211.06,0.37673,88.5742,1141269.7539,126.36,3635.48,30,36.9069
2.459,7188.72,2161.95,0.30074,66.6977,996850.3146,94.5735,3150.02,53,39.588
0.63,9550.73,2631.65,0.27554,96.876,1310275.1023,162.637,4143.17,73,33.1914
1.66,4376.73,1458.19,0.33316,35.0345,601933.5107,54.6771,1441.18,19,44.3122
17.665,10805.8,3898.72,0.36079,97.4205,1507701.1092,137.758,3998.15,54,34.7574
1.757,8251.51,2456.66,0.29772,88.9807,1122862.5435,124.526,3239.19,83,38.6041
3.063,9977.37,4098.8,0.4108,77.3743,1351665.4464,151.803,3471.88,79,35.8983
9.046,17187.1,5232.45,0.30444,206.886,2388399.5345,268.487,6069.19,243,19.5579
7.043,12835.6,3655.6,0.2848,113.298,1812361.5976,174.671,4890.87,73,30.1733
13.986,5297.72,1545.18,0.29166,35.1797,730330.5137,70.8727,2096.29,13,40.9835
0.711,7067.56,2122.03,0.30024,76.5766,962466.4335,115.667,3064.9,81,39.0721
6.203,7079.97,1727.81,0.24404,69.177,991394.9398,87.6935,3506.92,27,36.2342
4.726,16139.3,4861.53,0.30122,174.653,2243932.8178,245.609,5462.87,124,27.4133
11.566,9172.11,3536.86,0.38561,94.0929,1269727.5282,119.131,3954.21,42,36.7581
7.244,8570.38,2625.33,0.30632,75.131,1175422.1608,109.475,3335.97,14,37.4719
5.714,6453.45,1888.6,0.29264,60.0282,876045.2411,85.3615,2999.56,26,38.9552
14.967,6057.25,2172.82,0.35871,69.6267,821369.1697,104.321,2974.37,78,39.6121
15.645,10095.3,4023.13,0.39851,118.874,1438749.4056,249.408,3957.13,143,33.8587
15.417,9749.4,3502.51,0.35925,80.5496,1336324.4855,138.259,4049.38,58,34.5057
14.975,8524.29,3160.42,0.37075,63.0884,1193635.8442,125.565,3779.89,27,37.544
13.996,4656.42,1002.07,0.2152,41.7507,650793.433,57.2816,2282.19,31,43.4063
14.193,15675.8,5893.42,0.37595,170.557,2182464.4262,265.207,4793,149,30.0442
15.925,9444.02,3899.93,0.41295,70.8106,1353077.6603,137.671,4183.73,79,38.91
1.022,5915.66,789.78,0.1335,44.5227,832389.9285,69.7511,2665.46,4,42.2213
0.431,9604,2432.7,0.2533,95.9104,1372726.2294,151.498,3818.04,14,34.1999
11.058,6671.6,3161.39,0.47385,58.8176,919721.4535,102.169,2683.88,58,40.3961
7.279,18151,5176.73,0.2852,177.163,2569000.9063,257.631,5869.36,228,21.1802
2.315,11758.4,2884.73,0.24533,126.502,1597580.9598,154.311,3959.32,230,32.5052
2.112,3794.7,1017.23,0.26806,35.4399,541126.5336,44.3687,1806.03,7,44.4981
2.083,10950.4,3521.95,0.32162,114.635,1527993.3555,186.8,4140.13,38,31.1894
1.46,9990.04,3331.89,0.33352,84.9227,1399141.9903,138.399,4334.61,62,33.7069
9.43,13791.8,5624.08,0.40778,162.119,1912445.7958,243.42,4907.14,102,27.9138
2.944,8464.45,2193.48,0.25914,76.5809,1211575.9656,115.786,3967.87,100,35.2921
8.329,7341.11,1180.5,0.1608,63.7886,1016416.7346,73.6223,2743.92,22,40.4227
2.958,21850.7,6761.14,0.30942,251.521,3057032.9658,315.019,5531.66,97,23.2276
13.297,7169.74,2834.5,0.39534,56.361,1031929.2199,106.195,3603.67,46,40.2707
14.045,7063.43,2475.67,0.35049,56.4289,1027563.4046,90.8413,3377.03,24,39.5568
18.079,8295.75,2904.2,0.35008,63.8841,1149770.2548,123.705,3377.15,33,34.9146
14.032,15140.7,3688.05,0.24358,174.561,2102826.5857,231.965,4774.13,26,27.0116
3.188,11488.7,3599.07,0.31327,137.43,1572746.1451,180.056,4455.39,88,31.2338
15.206,7526.57,2359.18,0.31344,70.8699,1041076.8973,107.268,3225.46,61,38.2103
6.64,17388.3,6179.2,0.35536,193.189,2333518.8434,292.043,5568.3,162,23.3681
16.771,8766.19,2879.24,0.32844,75.7627,1237888.876,105.22,3835.9,24,34.8119
14.009,9788.8,4282.32,0.43747,129.665,1316883.9139,206.461,4151.73,140,33.6034
1.962,4420.38,763,0.1726,41.428,584493.0627,56.2481,2570,13,46.5464
2.495,4816.15,1842.47,0.38256,34.4457,688037.2557,59.6624,2221.79,41,42.5464
3.868,5964.26,990.8,0.16612,48.9093,821898.5922,66.035,3056.84,18,39.5938
4.062,8273.4,2860.97,0.3458,83.6633,1128895.9705,121.429,3771.48,27,36.3664
4.568,5262.46,1503.14,0.28563,43.2892,744678.0729,66.1159,2025.62,2,42.3754
9.408,5855.62,1864.57,0.31842,49.6385,764549.1654,85.6972,2789.52,54,40.1999
13.001,10588,3777.42,0.35676,156.219,1470298.9788,201.253,4650.81,59,30.6578
2.76,9395.2,3718.84,0.39582,84.6845,1311752.4167,140.026,3724.66,117,34.9744
1.997,7455.54,2463.76,0.33046,75.3721,1026863.3191,100.719,3753.35,40,36.1751
12.494,7198.45,2735.41,0.37999,61.6344,975540.2235,111.677,3321.08,68,38.2154
10.879,7483.8,1537.11,0.20539,58.4561,1093998.4971,83.9475,2508.35,75,41.813
2.426,14923.3,3329.93,0.22313,202.411,2074555.08,240.286,4987.18,135,26.9084
1.902,4067.47,1375.24,0.3381,34.6355,560988.7986,53.8833,1380.05,22,44.4141
10.645,11013.9,4763.26,0.43247,75.113,1505287.7322,170.272,5929.19,13,34.0698
2.542,15414,4302.23,0.27911,200.132,2025970.9618,236.261,5928.55,259,22.9177
2.597,5894.32,2142.41,0.36347,49.3186,823684.2772,79.0579,2514.62,27,41.4851
15.904,8570.87,3021.81,0.35256,108.919,1205759.6805,159.849,3833.42,113,34.6212
4.32,6733.51,2187.93,0.32493,64.6155,880404.3374,93.1802,3574,67,38.1176
2.262,5909.89,963.44,0.16302,52.3208,817971.4331,65.3787,2988.95,16,39.9472
1.751,8263.37,2516.83,0.30457,94.1182,1116169.209,115.899,3274.95,78,38.514
2.985,9159.73,2217.56,0.24209,100.811,1291931.0879,127.172,3855.43,54,34.856
2.677,5078.49,1482.33,0.29188,48.2055,705548.6253,63.3015,2002.76,15,43.5115
1.618,7612.56,1897.57,0.24926,65.9266,1049837.1466,106.445,3645.82,24,37.109
17.809,9493.68,3485.75,0.36716,80.4179,1331003.9602,128.873,4926.36,97,32.9988
7.33,6226.4,1255.14,0.20158,56.3463,863671.792,78.0144,2495.84,20,39.4342
16.967,8895.51,2721.57,0.30594,79.7926,1215235.1962,123.321,3958.31,100,33.0396
2.954,5037.61,1101.23,0.2186,44.353,709915.2803,62.9441,2733,16,41.9498
1.406,15320.6,3986.56,0.2602,182.695,2162834.3055,214.325,5691.3,70,23.0107
0.939,11728.8,2532,0.21587,141.835,1662255.3136,181.764,4622.2,55,29.8271
11.083,5335.93,2498.83,0.4683,46.5019,762544.8463,86.9249,2330.37,46,42.2523
2.315,13958,4552.01,0.32612,189.903,1892272.894,246.1,4568.24,34,28.9452
15.218,8164.75,2970.24,0.36378,64.1406,1109349.9443,109.622,3286.52,37,38.6019
4.036,5272.92,1857.85,0.35233,49.4719,732763.2915,68.0817,2267.16,17,42.7422
4.55,13430.1,4714.91,0.35107,154.322,1896944.8583,206.101,4927.28,73,28.0918
12.295,4714.66,1890.2,0.40091,32.2862,673248.7881,61.9487,2651.67,54,42.662
2.473,18013.5,5100.02,0.28312,224.368,2494555.4185,278.709,5803.82,191,21.5896
5.637,17576.4,6771.67,0.38527,200.673,2508583.1527,286.296,5420.58,129,23.7005
13.672,5916.7,1880.35,0.3178,54.4987,857564.3075,81.5962,2821.13,42,40.1958
3.01,9628.63,1870.11,0.19422,85.9812,1337680.4196,116.678,4513.71,39,32.1133
18.195,10295.4,3777.89,0.36694,97.9626,1475163.6779,140.468,3788.51,77,35.2256
7.097,8557.14,2648.82,0.30954,80.6379,1163305.9899,100.998,3829.1,11,36.1404
1.912,6068.78,1568.53,0.25845,51.2662,793370.7998,96.9478,3835.87,20,39.4915
16.526,9015.08,2714.83,0.30114,97.3144,1241321.4629,123.865,3972.69,97,36.2987
2.189,17362.9,3750.52,0.216,202.183,2455262.9087,257.333,5550.25,97,23.6453
1.67,9492.35,2131.67,0.22456,109.762,1314873.9948,137.526,4240.43,57,34.0154
2.717,16124.5,3981.11,0.24689,228.397,2267632.5664,257.988,5566.98,101,22.1022
16.601,7862.52,2317.24,0.29471,69.3464,1057912.0825,107.096,4485.42,66,33.8283
18.579,6233.63,1635.84,0.26242,55.8398,818063.3284,91.1417,3142.99,37,38.1107
15.7,10651.6,4684.14,0.43975,97.5485,1500020.2715,157.924,3950.64,40,33.6761
4.707,8450.76,3450.35,0.40828,82.9268,1199800.9325,132.399,3303.14,33,37.7755
11.163,7013.74,2265.38,0.32299,55.5334,1003419.3488,93.4383,3359.32,21,34.9372
0.675,12066.7,2378.2,0.19708,132.635,1643114.2318,196.85,4847.92,145,30.0964
1.995,9287.84,2423.67,0.26095,94.367,1280157.7805,124.259,3840.1,43,32.9692
13.817,7698.79,1936.51,0.25153,74.7367,1032364.9925,93.3362,3742.35,83,34.3699
8.682,10139.2,3102.87,0.30602,164.609,1386409.8391,210.83,4662.93,104,29.8583
15.383,6284.55,2163.58,0.34426,59.4093,867507.0605,90.8505,2528.97,73,39.5531
7.213,7177.34,2183.09,0.30416,63.1386,954252.0695,103.465,3788.08,57,34.2213
6.291,17334.2,6606.84,0.38114,182.702,2430635.4024,298.487,6679.36,208,26.4851
6.133,23883.3,8732.44,0.36562,246.86,3210462.9289,421.264,6160.69,269,20.9747
2.224,9391.91,2915.98,0.31047,96.4859,1284615.387,141.004,3872.77,117,33.5974
3.62,22994.3,7463.79,0.32459,306.151,3198389.9985,399.084,6279.28,98,17.7673
13.428,5180.82,1178.43,0.22746,42.3885,708959.7405,75.9961,2787,27,43.3207
1.777,7003.02,2350.39,0.33562,59.7321,962155.0729,107.32,3554.54,70,36.5897
11.073,8083.94,1574.48,0.19476,70.2116,1090260.3619,96.0632,3536.62,43,34.0849
12.708,5256.2,1204.29,0.22911,39.8721,746370.6554,56.5572,1802.2,36,44.1288
5.455,9593.19,2985.32,0.31119,77.0444,1349474.1028,126.883,3891.51,75,35.1655
20.975,13981,4468.94,0.31964,152.672,1933045.4705,219.171,4589.61,112,30.3849
12.15,8354.32,2219.06,0.26561,60.1646,1162153.0599,107.315,3712.78,53,36.3304
9.851,8269.07,2529.32,0.30587,88.2335,1160231.9996,97.2839,3763.25,23,36.5787
2.812,15319,3099.08,0.2023,212.376,2131210.3454,238.377,4995.2,126,26.5002
3.289,21223.9,6370.45,0.30015,243.631,2966732.8021,313.617,5611.19,77,22.9902
2.639,10070,2791.42,0.2772,122.147,1386499.1924,141.806,4167.87,127,34.6998
1.386,5670.85,862.76,0.15213,52.7943,801298.4079,72.1191,2606.86,1,42.4303
1.51,13797.3,4093.81,0.29671,166.292,1914228.7169,237.607,4379.69,76,30.2245
15.81,9070.22,2014.01,0.22204,79.9108,1298080.4244,107.269,3681.2,87,36.672
3.261,8228.11,2303.39,0.27994,112.035,1114603.5751,134.171,4039.96,106,33.6442
8.835,4422.94,759.39,0.17169,41.1104,596663.9462,58.9319,2467.21,21,43.8715
6.319,12496.7,4644.2,0.37163,133.512,1699377.1856,196.261,4468.14,129,31.654
16.583,12126.4,3922.62,0.32347,115.215,1709851.9814,150.86,4705.56,148,30.0386
1.763,8112.78,2280.77,0.28113,60.4656,1135949.5105,104.088,3351.91,91,36.906
2.064,6746.29,1657.97,0.24576,60.3444,923692.4135,86.9768,3062.48,21,39.4252
1.37,11782,3219.6,0.27326,129.029,1660465.572,179.501,4227.66,45,32.5197
3.419,7723.65,2275.52,0.29461,66.8414,1073968.4184,114.312,3537.82,27,35.2559
15.485,14182,6563.17,0.46278,149.859,1975905.9093,218.646,5392.43,103,28.3867
2.467,16939.2,5395.6,0.31852,197.463,2231203.8598,260.433,6093.02,252,21.689
2.597,5056.35,1345.12,0.26602,47.4534,699379.61,59.5793,2206.71,18,46.5464
13.205,8442.94,2338.14,0.27693,69.3711,1102716.79,101.879,3661.77,37,36.7555
3.896,10811.2,3286.55,0.30399,129.517,1544653.5773,172.501,4339.97,40,31.6249
1.472,7668.9,1998.48,0.26059,63.2697,1049459.6723,114.68,3672.13,26,37.2259
11.261,4387.69,1991.32,0.45384,38.0786,599346.2638,66.994,1569.54,46,43.7492
2.572,16245.5,5673.22,0.34921,183.095,2284420.422,272.208,5570.31,158,23.8033
3.409,6074.84,1417.12,0.23327,63.5936,837727.5762,72.6406,2844.08,50,40.0588
11.232,3976.83,1204.7,0.30292,34.8859,542591.8868,48.8025,1387.69,32,44.4546
1.925,15738.9,3010.23,0.19126,182.455,2193403.0549,210.863,4086.31,133,31.9429
1.68,10395,2585.89,0.24876,126.415,1439150.8332,157.86,4636.1,73,30.0027
6.331,5198.92,1841.96,0.35429,63.8851,705580.907,88.1772,3040.85,29,39.8755
13.931,6441.56,1823.23,0.28304,55.3007,887560.4488,83.8207,2472.25,42,40.0079
2.579,9303.64,3452.36,0.37107,85.7572,1290725.3937,133.614,3760.67,128,34.6665
3.427,13396.5,3349.07,0.24999,174.164,1819657.0489,224.415,4835.85,101,28.063
6.264,7905.06,2032.29,0.25708,68.3997,1156410.2224,85.1754,2651.6,36,39.8076
2.979,13556.2,4237.6,0.31259,176.252,1880931.038,249.436,4403.46,29,29.5179
4.964,7444.39,2339.74,0.31429,71.2644,1023505.6071,114.197,3338.76,60,37.2013
2.211,10771,3273.76,0.30394,85.9533,1524456.8461,126.505,5676.27,12,29.127
19.818,11937.3,4531.16,0.37957,132.59,1716041.1246,174.766,4585.36,152,29.6958
4.109,10949,2850.65,0.26035,98.7238,1543496.9284,146.313,3835.04,123,34.7764
8.537,9287.78,3916.66,0.4217,87.3177,1298489.8956,143.627,3802.78,101,34.7031
6.247,8204.7,2717.22,0.33117,78.0532,1121320.3525,103.319,3149.85,9,38.629
11.046,10169.3,2744.64,0.26989,101.659,1374008.6346,125.931,3818.24,111,34.7285
13.14,9872.71,3171.2,0.3212,86.2993,1390695.163,139.195,3731.77,33,36.4587
3.978,5535.97,1770.86,0.31988,70.4502,762349.9108,79.6518,3012.47,38,39.5079
2.572,18688.3,6449.2,0.34509,260.761,2528162.7225,341.331,5703.65,323,21.5441
19.832,14433.8,5089.38,0.3526,102.371,1987451.4317,232.18,5097.45,102,28.8974
3.651,7475.71,2422.5,0.32404,64.0695,1026031.5358,99.522,3053.42,75,38.3319
2.141,15740.5,3646.51,0.23166,212.642,2206866.8472,255.044,5568.46,93,23.5728
1.783,11931.2,3079.55,0.2581,131.446,1650146.6773,166.682,4477.66,87,31.5748
2.366,14483.2,5177.92,0.35751,188.343,1980644.4911,265.438,4731.21,56,29.136
4.166,12385.6,4169.76,0.33666,151.964,1700647.6295,164.514,5131.95,36,27.8516
19.481,9127.59,2715.66,0.29752,91.7679,1226922.8433,121.476,3638.17,43,35.1667
3.688,6012.46,1281.47,0.21313,64.3709,820809.392,77.8739,3239.48,45,39.0024
14.928,16206,5714.49,0.35261,115.269,2284650.5909,217.394,9127.64,111,30.2158
4.166,12385.6,4169.76,0.33666,151.964,1700647.6295,164.514,5131.95,36,28.1028
1.667,6520.89,1782.62,0.27337,74.3904,872366.1636,96.0999,3415.04,85,38.0748
10.953,6324.14,1519.49,0.24026,67.2153,880538.6967,95.991,3059.14,31,38.8523
1.858,8936.59,2286.56,0.25586,86.5769,1267335.7898,112.145,4671.77,27,33.1877
2.235,8623.39,2308.46,0.26769,77.1315,1211895.6151,104.179,4202.48,63,33.5942
5.659,9515.73,2529.3,0.2658,75.8038,1300164.2961,123.218,3779.89,43,34.8038
14.732,8201.94,2425.65,0.29574,87.227,1089030.3575,105.573,3455.87,29,32.5431
3.103,11266,3154.49,0.28,139.876,1564997.5195,156.168,4172.5,39,30.6645
1.737,14673.5,4379.52,0.29846,180.531,2025725.5205,241.215,5313.36,173,25.0133
1.793,13035.3,3157.11,0.24219,161.176,1860590.3138,212.812,4942.55,208,28.0873
13.472,7696.62,2514.87,0.32674,76.2897,1044398.8197,113.117,2951.25,15,39.2599
1.808,8814.64,2640.43,0.29955,83.6875,1259260.9578,129.194,3777.37,3,34.9195
15.677,6635.53,1649.21,0.24854,54.398,872101.129,86.1747,2864.13,56,39.9935
11.243,7434.27,2724.12,0.36642,58.03,993672.0451,115.057,4012.39,73,36.2368
1.733,6749.28,1806.75,0.26769,61.5813,950656.0732,91.0298,3013.15,102,38.7093
3.32,8398.58,3072.67,0.36585,91.8907,1178509.8254,127.275,3593.46,33,34.8736
3.724,19541.7,5366.44,0.27461,226.4,2692550.9127,288.169,5811.83,185,21.7576
4.017,6078.13,1732.55,0.28504,57.9997,814600.5441,98.9883,2783.68,34,39.9489
1.74,11273,3060.91,0.27152,136.936,1557431.5738,159.77,4445.28,91,31.6037
4.677,11838.6,3597.48,0.30387,89.1337,1672555.6056,169.04,4837.4,76,33.1333
5.24,4915.72,1480.72,0.30122,47.9667,686731.7855,63.5405,2008.25,3,41.9857
11.791,6966.62,1754.17,0.25179,60.4429,957573.3439,96.8363,3493.06,48,37.2502
14.021,6760.67,2730.42,0.40386,80.3848,930284.2934,121.782,3227.86,63,37.6311
19.168,9380.33,2715.39,0.28947,71.8843,1253948.5345,128.04,3334.63,45,38.4384
12.387,14355,4797.23,0.33418,157.673,2031472.8561,218.541,5659.34,149,24.9606
1.481,7252.88,1736.26,0.23938,89.8154,1004572.4054,102.578,3839.53,22,36.124
13.572,6186.85,2332.43,0.37699,40.0259,844791.8097,95.1488,1905.32,7,42.3518
11.522,16172.1,6018,0.37212,130.217,2318263.1538,231.239,5399.75,84,24.851
2.983,9233.52,2329.52,0.25228,84.957,1302518.2172,125.469,4775.18,30,32.6237
15.419,13216.7,4043.71,0.30595,128.247,1859997.076,160.59,5092.27,151,28.2768
3.035,14505,2887.85,0.19909,177.942,2028021.4351,214.637,4896.89,73,27.2344
15.895,10153.9,3493.65,0.34406,95.5361,1346040.6457,164.302,4565.49,83,34.4541
2.837,9196.88,2726.28,0.29643,95.6525,1274362.6241,133.101,3539.92,29,36.6268
17.066,10982.4,3558.57,0.32402,96.2356,1473873.6103,153.229,4390.58,47,34.0887
2.711,5110.76,1383.18,0.27064,46.6555,715931.9136,59.0035,1930.16,24,43.5252
3.02,14457,3591.01,0.24839,196.296,1997762.7154,252.998,4952.37,128,26.9584
11.817,7215.39,1931.56,0.2677,59.0929,1024549.1742,79.9564,3673.5,50,38.7246
14.735,12553.8,3708.17,0.29538,110.67,1835206.1499,151.126,4864.48,84,29.7841
2.906,14905.6,4759.68,0.31932,177.299,2074765.2904,231.873,5076.01,224,28.6902
15.376,10807.5,2908.44,0.26911,103.473,1546917.8025,161.311,3554.87,174,36.9541
3.223,22719,6445.05,0.28368,289.44,3125413.0586,364.77,6329.49,89,17.6421
2.652,9308.16,2807.66,0.30163,91.0862,1320210.5924,138.368,3357.34,10,36.0972
20.313,13477.9,5179.03,0.38426,97.4764,1758487.142,226.174,4847.36,76,31.3953
18.255,10776.1,3433.33,0.3186,68.7736,1534815.971,141.208,4311.92,37,34.2786
3.5,16222.8,4388.63,0.27052,241.386,2200152.7553,266.94,4807.68,285,27.7245
14.592,7381.59,2218.77,0.30058,63.3657,1064364.6201,90.8297,3693.17,58,37.4213
